HEADER	4096	48	64	11	8
322632 | bank of america : a purchase of $ 79 . 32 at whole foods mkt was charged to your credit card ending in 9111 on 10 / 17 .	1094,2921,2270,1460,;2619,;262,1015,;3176,;2050,3407,3501,245,3788,;2157,;2348,;3348,1087,1438,1789,4067,3384,;3176,;2355,;3805,;2289,;3664,;1416,;2703,524,3433,;3799,3589,2887,;1319,;498,;1789,3664,295,1513,135,;2084,;156,825,;2527,220,703,3694,;2273,698,;1450,2130,1408,1531,;2718,;2858,2834,;4048,;2628,;1886,;2225,;2289,;	0,0,1,2,2,0,0,0,0,0,5,6,6,0,9,10,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,	true	DEBIT	VIA_CARD	bank of america	9111	79.32		whole foods mkt
24273 | chase : you made a $ 120 . 00 debit card purchase with card ending 7761 at peloton interactive ( my plan payment 1 of 4 ) on 04 / 02 . avail bal : $ 27 , 295 . 91 .	2707,2652,3503,;2619,;1789,4067,3384,;2157,;156,;3885,1031,;2348,;2355,;1198,;2289,;589,;2112,3037,560,;2273,698,;3348,1087,1438,1789,4067,3384,;3579,2280,;2273,698,;1450,2130,1408,1531,;127,1763,;1416,;1814,1873,1480,3875,3198,;3678,398,2112,277,621,1419,865,536,;3095,;3731,;3976,16,;1673,3846,2330,2667,3802,;1820,;3176,;611,;2692,;4048,;3073,;1886,;3879,;2289,;3549,707,905,;3552,;2157,;2355,;1222,;1483,;675,;2289,;2655,;2289,;	0,0,1,0,0,0,0,0,5,6,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,8,8,8,0,	true	DEBIT	VIA_CARD	chase	7761	120.00	27,295.91	
322632 | bank of america : an overdraft item fee of $ 35 was assessed to account ending 9661 on 09 / 20 . available balance : $ 1 , 341 . 45 .	1094,2921,2270,1460,;2619,;262,1015,;3176,;2050,3407,3501,245,3788,;2157,;742,;2919,2178,2358,1603,1014,2702,3262,;1071,2317,;3075,;3176,;2355,;2389,;498,;4058,1906,3810,4078,1906,3539,;2084,;1690,2724,3958,3917,1642,;1450,2130,1408,1531,;432,1684,;4048,;1058,;1886,;2431,;2289,;3549,707,905,3163,756,1106,3658,;3552,2675,16,1887,3081,;2157,;2355,;1820,;1483,;905,;2289,;3426,;2289,;	0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,8,8,8,8,0,	true	DEBIT	VIA_BANK	bank of america	9661		1,341.45	
24273 | chase : an ach debit of $ 1 , 650 . 00 ( sunstone property mgmt rent ) posted to acct . . . 9384 on 05 / 08 . avail bal : $ 30 , 161 . 82 .	2707,2652,3503,;2619,;1789,4067,3384,;2157,;742,;2159,;2112,3037,560,;3176,;2355,;1820,;1483,;1676,;2289,;589,;3095,;3937,3723,3798,3287,3198,2543,;344,1370,2525,3492,6,1278,;736,1503,;154,3802,;2692,;1161,3289,869,2786,;2084,;1690,3061,;2289,;2289,;2289,;135,1358,;4048,;2670,;1886,;1461,;2289,;3549,707,905,;3552,;2157,;2355,;374,;1483,;3837,;2289,;1839,;2289,;	0,0,1,0,0,0,0,0,0,5,6,6,6,6,0,9,10,10,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,8,8,8,8,0,	true	DEBIT	VIA_BANK	chase	9384	1,650.00	30,161.82	sunstone property mgmt rent
24273 | chase : you withdrew $ 200 . 00 at atm 7 - eleven 3391 with card ending 7761 on 02 / 28 . avail bal : $ 20 , 382 . 21 .	2707,2652,3503,;2619,;1789,4067,3384,;2157,;156,;3579,2280,943,3041,2626,3173,;2355,;1885,;2289,;589,;1416,;1919,;1014,;1080,;1939,212,1477,1438,;1070,4016,;3579,2280,;2273,698,;1450,2130,1408,1531,;127,1763,;4048,;3879,;1886,;1559,;2289,;3549,707,905,;3552,;2157,;2355,;2431,;1483,;2164,;2289,;2028,;2289,;	0,0,1,0,0,0,0,5,6,6,0,9,10,10,10,10,0,0,0,3,0,0,0,0,0,0,0,0,0,7,8,8,8,8,0,	true	DEBIT	VIA_CARD	chase	7761	200.00	20,382.21	atm 7 - eleven 3391
93557 | wells fargo : you made a purchase of $ 76 . 40 at streamlyfe media with debit card ending 9111 on 06 / 10 . available balance : $ 3 , 976 . 78 .	3088,544,2392,;2619,;799,664,1634,;2542,295,3931,;2157,;156,;3885,1031,;2348,;3348,1087,1438,1789,4067,3384,;3176,;2355,;1856,;2289,;2217,;1416,;400,146,3107,2394,1581,3039,2864,1737,;249,703,3357,;3579,2280,;2112,3037,560,;2273,698,;1450,2130,1408,1531,;2858,2834,;4048,;2267,;1886,;2628,;2289,;3549,707,905,3163,756,1106,3658,;3552,2675,16,1887,3081,;2157,;2355,;2626,;1483,;3229,;2289,;3402,;2289,;	0,0,1,2,0,0,0,0,0,0,0,5,6,6,0,9,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,8,8,8,8,0,	true	DEBIT	VIA_CARD	wells fargo	9111	76.40	3,976.78	streamlyfe media
24273 | chase : you made a $ 129 . 43 debit card purchase with card ending 882 at whole foods mkt on 10 / 20 . avail bal : $ 15 , 329 . 56 .	2707,2652,3503,;2619,;1789,4067,3384,;2157,;156,;3885,1031,;2348,;2355,;2473,;2289,;1008,;2112,3037,560,;2273,698,;3348,1087,1438,1789,4067,3384,;3579,2280,;2273,698,;1450,2130,1408,1531,;269,;1416,;2703,524,3433,;3799,3589,2887,;1319,;4048,;2628,;1886,;2431,;2289,;3549,707,905,;3552,;2157,;2355,;1419,;1483,;3915,;2289,;2578,;2289,;	0,0,1,0,0,0,0,0,5,6,6,0,0,0,0,0,0,3,0,9,10,10,0,0,0,0,0,0,0,0,0,7,8,8,8,8,0,	true	DEBIT	VIA_CARD	chase	882	129.43	15,329.56	whole foods mkt
24273 | chase : mike chen sent you $ 121 . 80 with zelle ( r ) . deposited to acct . . . 9384 . avail bal : $ 20 , 507 . 62 .	2707,2652,3503,;2619,;1789,4067,3384,;2157,;3448,3016,;177,3336,;3473,3802,;156,;2355,;1601,;2289,;2645,;3579,2280,;1116,664,960,;3095,;1813,;2692,;2289,;1174,1805,1161,1882,351,1071,2786,;2084,;1690,3061,;2289,;2289,;2289,;135,1358,;2289,;3549,707,905,;3552,;2157,;2355,;2431,;1483,;3509,;2289,;1377,;2289,;	0,0,1,0,0,0,0,0,0,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,8,8,8,8,0,	true	CREDIT	VIA_BANK	chase	9384	121.80	20,507.62	
24273 | chase : you sent $ 45 . 00 to dev patel with zelle ( r ) from acct ending 9384 on 05 / 14 . avail bal : $ 36 , 386 . 23 .	2707,2652,3503,;2619,;1789,4067,3384,;2157,;156,;3473,3802,;2355,;3426,;2289,;589,;2084,;1980,;2010,1047,1914,;3579,2280,;1116,664,960,;3095,;1813,;2692,;2746,2777,;1690,3061,;1450,2130,1408,1531,;135,1358,;4048,;2670,;1886,;1016,;2289,;3549,707,905,;3552,;2157,;2355,;1180,;1483,;552,;2289,;2834,;2289,;	0,0,1,0,0,0,0,5,6,6,0,9,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,8,8,8,8,0,	true	DEBIT	VIA_BANK	chase	9384	45.00	36,386.23	dev patel
93557 | wells fargo : you made a purchase of $ 127 . 80 at ace hardware 2211 with debit card ending 9111 on 05 / 27 . available balance : $ 3 , 438 . 72 .	3088,544,2392,;2619,;799,664,1634,;2542,295,3931,;2157,;156,;3885,1031,;2348,;3348,1087,1438,1789,4067,3384,;3176,;2355,;2407,;2289,;2645,;1416,;3368,;3664,698,2812,3287,901,1101,;3324,231,;3579,2280,;2112,3037,560,;2273,698,;1450,2130,1408,1531,;2858,2834,;4048,;2670,;1886,;1222,;2289,;3549,707,905,3163,756,1106,3658,;3552,2675,16,1887,3081,;2157,;2355,;2626,;1483,;984,;2289,;3468,;2289,;	0,0,1,2,0,0,0,0,0,0,0,5,6,6,0,9,10,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,8,8,8,8,0,	true	DEBIT	VIA_CARD	wells fargo	9111	127.80	3,438.72	ace hardware 2211
24273 | chase : you made a $ 68 . 03 debit card purchase with card ending 7761 at spotify usa on 12 / 27 . avail bal : $ 20 , 420 . 99 .	2707,2652,3503,;2619,;1789,4067,3384,;2157,;156,;3885,1031,;2348,;2355,;1443,;2289,;3476,;2112,3037,560,;2273,698,;3348,1087,1438,1789,4067,3384,;3579,2280,;2273,698,;1450,2130,1408,1531,;127,1763,;1416,;475,1564,2197,2888,493,;3752,;4048,;3434,;1886,;1222,;2289,;3549,707,905,;3552,;2157,;2355,;2431,;1483,;2249,;2289,;1783,;2289,;	0,0,1,0,0,0,0,0,5,6,6,0,0,0,0,0,0,3,0,9,10,0,0,0,0,0,0,0,0,0,7,8,8,8,8,0,	true	DEBIT	VIA_CARD	chase	7761	68.03	20,420.99	spotify usa
24273 | chase : you made a $ 51 . 60 debit card purchase with card ending 7761 at trader joe ' s # 552 on 01 / 13 . avail bal : $ 19 , 308 . 31 .	2707,2652,3503,;2619,;1789,4067,3384,;2157,;156,;3885,1031,;2348,;2355,;563,;2289,;571,;2112,3037,560,;2273,698,;3348,1087,1438,1789,4067,3384,;3579,2280,;2273,698,;1450,2130,1408,1531,;127,1763,;1416,;2630,1896,1031,368,;3657,;2758,;1410,;274,;311,;4048,;186,;1886,;3837,;2289,;3549,707,905,;3552,;2157,;2355,;3903,;1483,;3530,;2289,;777,;2289,;	0,0,1,0,0,0,0,0,5,6,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,8,8,8,0,	true	DEBIT	VIA_CARD	chase	7761	51.60	19,308.31	
322632 | bofa : payment of $ 200 . 00 received on credit card ending 9111 . thank you . avail credit : $ 1 , 084 . 32 .	1094,2921,2270,1460,;2619,;2696,555,;2157,;1673,3846,2330,2667,3802,;3176,;2355,;1885,;2289,;589,;3913,3284,2740,743,1961,1504,;4048,;2527,220,703,3694,;2273,698,;1450,2130,1408,1531,;2858,2834,;2289,;3024,2052,1015,;156,;2289,;3549,707,905,;2527,220,703,3694,;2157,;2355,;1820,;1483,;2579,;2289,;3664,;2289,;	0,0,1,0,0,0,0,5,6,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,8,8,8,8,0,	true	OTHER	VIA_CARD	bofa	9111	200.00	1,084.32	
692484 | citi : a debit card purchase of $ 39 . 85 at walgreens 1188 posted to your account ending 6208 on 07 / 17 . available balance : $ 1 , 839 . 30 .	390,2226,2641,1839,;2619,;2703,2683,;2157,;2348,;2112,3037,560,;2273,698,;3348,1087,1438,1789,4067,3384,;3176,;2355,;4001,;2289,;630,;1416,;4059,997,194,4091,623,547,1787,;2365,4092,;1161,3289,869,2786,;2084,;156,825,;1690,2724,3958,3917,1642,;1450,2130,1408,1531,;3715,2757,;4048,;1864,;1886,;2225,;2289,;3549,707,905,3163,756,1106,3658,;3552,2675,16,1887,3081,;2157,;2355,;1820,;1483,;703,;2289,;374,;2289,;	0,0,1,0,0,0,0,0,0,0,5,6,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,8,8,8,8,0,	true	DEBIT	VIA_CARD	citi	6208	39.85	1,839.30	
692484 | citi : a bill pay payment of $ 88 . 00 to austin energy was sent from account ending 6208 on 05 / 12 . available balance : $ 2 , 472 . 25 .	390,2226,2641,1839,;2619,;2703,2683,;2157,;2348,;1432,1148,;1673,;1673,3846,2330,2667,3802,;3176,;2355,;1773,;2289,;589,;2084,;2232,3415,2481,3760,;1853,2762,1955,3997,;498,;3473,3802,;2746,2777,;1690,2724,3958,3917,1642,;1450,2130,1408,1531,;3715,2757,;4048,;2670,;1886,;3434,;2289,;3549,707,905,3163,756,1106,3658,;3552,2675,16,1887,3081,;2157,;2355,;3029,;1483,;1034,;2289,;416,;2289,;	0,0,1,0,0,0,0,0,0,0,5,6,6,0,9,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,8,8,8,8,0,	true	DEBIT	VIA_BANK	citi	6208	88.00	2,472.25	austin energy
24273 | chase : you scheduled a payment of $ 174 . 59 to comcast cable for 12 / 08 from acct . . . 9384 . to cancel , visit chase . com / pay .	2707,2652,3503,;2619,;1789,4067,3384,;2157,;156,;577,177,918,571,3642,1155,2762,;2348,;1673,3846,2330,2667,3802,;3176,;2355,;2399,;2289,;3787,;2084,;734,3166,1440,1870,2043,;4017,1106,3658,;912,;3434,;1886,;1461,;2746,2777,;1690,3061,;2289,;2289,;2289,;135,1358,;2289,;2084,;2405,1887,3081,1531,;1483,;2153,52,351,;1789,4067,3384,;2289,;734,;1886,;1673,;2289,;	0,0,1,0,0,0,0,0,0,0,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,	false	OTHER	NONE	chase	9384	174.59		
322632 | bofa alert : credit card ending 9111 was used for 1234 . 56 usd at best buy # 442 on 09 / 27 . avail credit : $ 1 , 600 . 10 . fraud ? call 800 . 732 . 9194 .	1094,2921,2270,1460,;2619,;2696,555,;191,2696,6,;2157,;2527,220,703,3694,;2273,698,;1450,2130,1408,1531,;2858,2834,;498,;1268,3539,;912,;795,3282,;2289,;2578,;1671,;1416,;3721,1191,;1899,;274,;837,;4048,;1058,;1886,;1222,;2289,;3549,707,905,;2527,220,703,3694,;2157,;2355,;1820,;1483,;1873,;2289,;2628,;2289,;1200,4043,3309,;142,;1599,3012,;3327,;2289,;983,;2289,;3730,3665,;2289,;	0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,8,8,8,0,0,0,0,0,0,0,0,0,0,	false	OTHER	NONE	bofa	9111		1,600.10	
322632 | bofa : a pending authorization of $ 52 . 14 at whole foods mkt is on your credit card ending 9111 . final amount may vary .	1094,2921,2270,1460,;2619,;2696,555,;2157,;2348,;1008,1450,2130,1408,1531,;957,2380,474,1198,23,714,4001,3056,;3176,;2355,;966,;2289,;1016,;1416,;2703,524,3433,;3799,3589,2887,;1319,;3861,;4048,;156,825,;2527,220,703,3694,;2273,698,;1450,2130,1408,1531,;2858,2834,;2289,;1306,3949,148,;372,1984,3917,1642,;390,;1982,2105,;2289,;	0,0,1,0,0,0,0,0,0,5,6,6,0,9,10,10,0,0,0,0,0,0,3,0,0,0,0,0,0,	false	OTHER	NONE	bofa	9111	52.14		whole foods mkt
55123 | chase security : unusual sign - in detected . confirm your identity at chase - id - verify . example / secure	714,1939,795,;2619,;1789,4067,3384,;1458,932,1845,1021,3264,331,;2157,;2045,3309,3012,1116,29,;3106,469,;1080,;2718,;2786,2779,771,1335,3349,2786,;2289,;331,2946,404,2310,3901,;156,825,;3935,2852,3802,2882,1342,331,;1416,;1789,4067,3384,;1080,;2784,;1080,;2178,3501,2326,493,;2289,;3979,1517,2585,2844,1492,;1886,;1458,932,1845,281,;	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,	false	OTHER	NONE					
262966 | 282295 is your amazon otp . do not share it with anyone .	2673,2440,1078,432,;2619,;3135,679,2452,675,;3861,;156,825,;438,4083,2679,2712,;2666,;2289,;2068,;3210,;45,3664,1101,;1040,;3579,2280,;77,3477,2237,2543,;2289,;	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,	false	OTHER	NONE					
24273 | chase : you have used 5 of your 6 permitted withdrawals from savings . . . 5520 this statement period . additional withdrawals may incur a fee .	2707,2652,3503,;2619,;1789,4067,3384,;2157,;156,;1180,1937,;1268,3539,;208,;3176,;156,825,;1417,;3492,1889,3603,1301,2412,1072,2786,;3579,2280,943,3041,1014,753,96,4059,;2746,2777,;1533,325,138,1531,963,;2289,;2289,;2289,;311,3138,;2152,203,;3353,1110,1047,2317,3798,2667,3802,;3492,3501,1857,2511,;2289,;628,212,3694,2683,67,2445,931,148,;3579,2280,943,3041,1014,753,96,4059,;390,;3143,729,1845,;2348,;3075,;2289,;	0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,	false	OTHER	NONE	chase	5520			
692484 | citi : a hold of $ 40 . 00 was placed by sunoco 8871 on your debit card ending 8890 pending the pump total .	390,2226,2641,1839,;2619,;2703,2683,;2157,;2348,;524,3030,;3176,;2355,;2217,;2289,;589,;498,;3976,1159,3368,2403,;3220,;3937,367,3547,2808,;2350,1459,;4048,;156,825,;2112,3037,560,;2273,698,;1450,2130,1408,1531,;4028,1502,;1008,1450,2130,1408,1531,;540,;1465,2069,;1520,1325,1982,;2289,;	0,0,1,0,0,0,0,0,5,6,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,	false	OTHER	NONE	citi	8890	40.00		
22000 | google : new sign - in to your account from a mac . review activity if this wasn ' t you .	3727,1885,2759,;2619,;3500,2380,1205,3681,;2157,;1553,;3106,469,;1080,;2718,;2084,;156,825,;1690,2724,3958,3917,1642,;2746,2777,;2348,;1064,;2289,;2770,3089,607,2636,;1419,865,536,2701,2556,331,;3590,;2152,203,;498,1369,;2758,;3491,;156,;2289,;	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,	false	OTHER	NONE					
322632 | bank of america : your statement for credit card ending 9111 is ready . minimum payment due $ 25 . 00 by 08 / 14 .	1094,2921,2270,1460,;2619,;262,1015,;3176,;2050,3407,3501,245,3788,;2157,;156,825,;3353,1110,1047,2317,3798,2667,3802,;912,;2527,220,703,3694,;2273,698,;1450,2130,1408,1531,;2858,2834,;3861,;3107,3669,2035,;2289,;1367,725,2687,346,3054,;1673,3846,2330,2667,3802,;821,;2355,;416,;2289,;589,;3220,;1461,;1886,;1016,;2289,;	0,0,1,2,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,6,6,0,0,0,0,0,	false	OTHER	NONE	bank of america	9111	25.00		
692484 | citi : mobile check deposit is now available on your account ending 6208 . deposit from anywhere in the app .	390,2226,2641,1839,;2619,;2703,2683,;2157,;3061,487,1432,679,;177,2127,3350,;1174,1805,1161,1882,351,;3861,;2807,;3549,707,905,3163,756,1106,3658,;4048,;156,825,;1690,2724,3958,3917,1642,;1450,2130,1408,1531,;3715,2757,;2289,;1174,1805,1161,1882,351,;2746,2777,;77,253,1923,2637,3468,2761,;2718,;540,;812,;2289,;	0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,	false	OTHER	NONE	citi	6208			
692484 | citi : 660281 is your citi verification code . do not share it with anyone .	390,2226,2641,1839,;2619,;2703,2683,;2157,;2087,1067,3533,3538,;3861,;156,825,;2703,2683,;2178,3501,2326,2237,969,3788,3079,307,;2009,3825,;2289,;2068,;3210,;45,3664,1101,;1040,;3579,2280,;77,3477,2237,2543,;2289,;	0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,	false	OTHER	NONE	citi				
